ad_id,user_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,publisher_platforms,impressions_min,impressions_max,spend_min,spend_max,currency,age_group,gender,target_ages,target_gender,target_locations,ad_interests,estimated_audience_size_min,estimated_audience_size_max
AD_3865564102,USER_002208,583359,GamingCompany,2025-09-03,2025-09-06,2025-10-15,Discover amazing luxury_cars opportunities,Facebook,435,2227,82,148,USD,65+,Male,65+,Male,770XX,"wine,retirement_planning,investing,luxury_cars,soccer,tech_news,restaurants",8106,47205
AD_7982617943,USER_002209,252714,FoodDelivery,2025-09-21,2025-09-28,2025-10-21,Discover amazing discount_shopping opportunities,Instagram,4164,5999,69,510,USD,35-44,Male,35-44,Male,330XX,"real_estate,professional_development,discount_shopping",9162,69864
AD_7762866121,USER_002210,302548,TravelAgency,2025-07-19,2025-07-25,2025-08-29,Discover amazing retirement_planning opportunities,Facebook,4030,4715,72,526,USD,65+,Female,65+,Female,850XX,"retirement_planning,travel,luxury_travel,real_estate,wellness",3852,98814
AD_9758837412,USER_002211,302548,TravelAgency,2025-10-07,2025-10-08,2025-10-24,Discover amazing wine opportunities,Facebook,3465,5219,81,548,USD,65+,Female,65+,Female,100XX,"wine,travel,luxury_brands,luxury_cars,home_decor,retirement_planning",9294,31106
AD_5380881241,USER_002212,583359,GamingCompany,2025-07-09,2025-07-12,2025-09-01,Discover amazing gaming opportunities,Instagram,2566,3091,38,292,USD,45-54,Male,45-54,Male,600XX,"parenting,real_estate,real_estate,luxury_brands,gaming,nutrition,tech_news,software",3925,83690
AD_8817254540,USER_002213,295351,FashionBrand,2025-06-24,2025-07-01,2025-07-19,Discover amazing budget_travel opportunities,"Facebook,Instagram",2017,3200,59,278,USD,45-54,Female,45-54,Female,600XX,"real_estate,parenting,discount_shopping,fashion,budget_travel",7967,70574
AD_3031439686,USER_002214,385006,OnlineRetailer,2025-09-24,2025-09-27,2025-10-21,Discover amazing fashion opportunities,Instagram,5904,7094,57,337,USD,45-54,Female,45-54,Female,100XX,"real_estate,professional_development,luxury_brands,investing,fashion",3681,77940
AD_1349881051,USER_002215,651856,EducationPlatform,2025-07-22,2025-07-24,2025-09-17,Discover amazing baseball opportunities,"Facebook,Instagram",933,2246,38,529,USD,65+,Female,65+,Female,770XX,"retirement_planning,wine,budget_travel,cooking,election_news,baseball",8624,77901
AD_3168413772,USER_002216,295351,FashionBrand,2025-05-19,2025-05-21,2025-06-06,Discover amazing online_shopping opportunities,Instagram,1454,3057,69,569,USD,25-34,Female,25-34,Female,980XX,"music,online_shopping,budget_travel",8442,86282
AD_4224262568,USER_002217,746137,StreamingService,2025-06-17,2025-06-21,2025-07-07,Discover amazing discount_shopping opportunities,Instagram,4320,5663,88,395,USD,55-64,Male,55-64,Male,980XX,"luxury_travel,retirement_planning,discount_shopping,cruise_travel,tech_news,fitness,online_shopping,luxury_brands",4097,97751
AD_7181455152,USER_002218,583359,GamingCompany,2025-06-08,2025-06-12,2025-07-08,Discover amazing gaming opportunities,"Facebook,Instagram",3488,5437,79,467,USD,18-24,Male,18-24,Male,600XX,"streaming_services,gaming,budget_travel,football,supplements,family_activities",9234,46348
AD_5432921167,USER_002219,302548,TravelAgency,2025-07-08,2025-07-13,2025-08-09,Discover amazing investing opportunities,"Facebook,Instagram",2892,3882,74,314,USD,65+,Female,65+,Female,850XX,"golf,luxury_travel,luxury_cars,investing,home_decor,wine,restaurants,cryptocurrency",2209,38112
AD_9248748373,USER_002220,385006,OnlineRetailer,2025-10-07,2025-10-13,2025-11-04,Discover amazing real_estate opportunities,Instagram,4157,4819,95,247,USD,45-54,Female,45-54,Female,850XX,"investing,professional_development,luxury_brands,real_estate,wellness,adventure_travel,computers",6604,16266
AD_9126185429,USER_002221,746137,StreamingService,2025-09-20,2025-09-25,2025-10-17,Discover amazing music opportunities,Facebook,5492,6366,59,247,USD,18-24,Male,18-24,Male,600XX,"music,streaming_services,luxury_brands,real_estate,retirement_planning,tech_news,cooking,gaming",9388,78699
AD_8232384040,USER_002222,302548,TravelAgency,2025-06-06,2025-06-09,2025-06-28,Discover amazing online_shopping opportunities,Instagram,2715,4224,100,176,USD,25-34,Male,25-34,Male,900XX,"online_shopping,fitness,luxury_cars,luxury_travel,basketball,beach_destinations,car_maintenance,political_activism",5976,21575
AD_5488573007,USER_002223,385006,OnlineRetailer,2025-09-10,2025-09-15,2025-10-01,Discover amazing luxury_brands opportunities,"Facebook,Instagram",2989,3886,30,356,USD,45-54,Female,45-54,Female,900XX,"professional_development,investing,luxury_cars,luxury_brands,wellness,organic_food,movies,smartphones",4735,97525
AD_5913859546,USER_002224,746137,StreamingService,2025-06-06,2025-06-09,2025-07-06,Discover amazing soccer opportunities,Facebook,3772,4993,42,242,USD,55-64,Male,55-64,Male,770XX,"retirement_planning,travel,online_courses,tech_news,soccer,mental_health",8425,45159
AD_7307088204,USER_002225,192495,TechCorp,2025-08-12,2025-08-17,2025-09-24,Discover amazing real_estate opportunities,Instagram,5112,6287,43,213,USD,35-44,Male,35-44,Male,900XX,"parenting,professional_development,luxury_cars,real_estate,investing,fashion,tech_news,running",4418,12093
AD_9580956534,USER_002226,282826,AutoDealer,2025-07-06,2025-07-11,2025-07-24,Discover amazing golf opportunities,"Facebook,Instagram",4834,6282,45,294,USD,55-64,Male,55-64,Male,600XX,"wine,golf,discount_shopping",2853,41539
AD_2071917817,USER_002227,583359,GamingCompany,2025-07-10,2025-07-16,2025-07-24,Discover amazing discount_shopping opportunities,Instagram,2094,3027,96,595,USD,45-54,Male,45-54,Male,770XX,"investing,real_estate,discount_shopping,tech_news",4210,65562
AD_8902999955,USER_002228,746137,StreamingService,2025-07-09,2025-07-15,2025-08-24,Discover amazing parenting opportunities,"Facebook,Instagram",1163,2461,41,178,USD,45-54,Male,45-54,Male,600XX,"parenting,real_estate,investing,luxury_brands,tech_news,soccer,professional_development",8086,69499
AD_9109366240,USER_002229,583359,GamingCompany,2025-08-23,2025-08-28,2025-09-10,Discover amazing luxury_cars opportunities,Instagram,4783,6383,96,366,USD,25-34,Female,25-34,Female,900XX,"online_shopping,gaming,luxury_cars,luxury_travel",9767,43756
AD_7818559855,USER_002230,302548,TravelAgency,2025-07-28,2025-07-29,2025-09-03,Discover amazing luxury_brands opportunities,Facebook,4600,5179,10,340,USD,55-64,Male,55-64,Male,100XX,"retirement_planning,luxury_travel,investing,luxury_brands",6121,98036
AD_2641082703,USER_002231,746137,StreamingService,2025-08-30,2025-09-05,2025-10-08,Discover amazing music opportunities,"Facebook,Instagram",5157,6182,28,335,USD,25-34,Male,25-34,Male,900XX,"streaming_services,online_shopping,investing,luxury_brands,luxury_cars,family_activities,music",7473,20441
AD_9269442341,USER_002232,746137,StreamingService,2025-05-12,2025-05-17,2025-06-18,Discover amazing gaming opportunities,"Facebook,Instagram",2727,3269,48,214,USD,25-34,Male,25-34,Male,850XX,"gaming,streaming_services,budget_travel,tech_news",6784,20765
AD_4370674262,USER_002233,302548,TravelAgency,2025-06-21,2025-06-26,2025-07-26,Discover amazing professional_development opportunities,"Facebook,Instagram",3512,4911,92,406,USD,55-64,Male,55-64,Male,600XX,"golf,luxury_travel,discount_shopping,credit_cards,cruise_travel,computers,professional_development,beach_destinations",5018,78399
AD_8018980636,USER_002234,583359,GamingCompany,2025-09-02,2025-09-08,2025-09-25,Discover amazing election_news opportunities,"Facebook,Instagram",3265,5124,52,284,USD,55-64,Male,55-64,Male,100XX,"luxury_travel,wine,budget_travel,gaming,election_news",4449,37556
AD_1545744812,USER_002235,192495,TechCorp,2025-09-07,2025-09-09,2025-10-25,Discover amazing online_shopping opportunities,"Facebook,Instagram",2743,3287,55,196,USD,25-34,Male,25-34,Male,770XX,"online_shopping,streaming_services,luxury_cars",6517,20992
AD_3361533585,USER_002236,875482,NewsOutlet,2025-06-28,2025-06-30,2025-08-16,Discover amazing online_courses opportunities,Facebook,3000,3638,28,496,USD,45-54,Female,45-54,Female,770XX,"real_estate,parenting,online_courses,wellness",5511,59429
AD_6844466571,USER_002237,746137,StreamingService,2025-06-14,2025-06-19,2025-07-14,Discover amazing gaming opportunities,Instagram,5436,6317,47,447,USD,25-34,Male,25-34,Male,100XX,"streaming_services,gaming,real_estate",5408,38798
AD_1669376127,USER_002238,452886,FinanceApp,2025-07-28,2025-07-30,2025-08-18,Discover amazing parenting opportunities,Facebook,2816,3459,65,122,USD,35-44,Male,35-44,Male,980XX,"real_estate,parenting,budget_travel",5490,66317
AD_2872032592,USER_002239,295351,FashionBrand,2025-07-13,2025-07-15,2025-08-27,Discover amazing theater opportunities,"Facebook,Instagram",2823,3377,45,147,USD,45-54,Male,45-54,Male,900XX,"professional_development,investing,online_courses,wellness,luxury_brands,cycling,theater",5519,90181
AD_7884837981,USER_002240,302548,TravelAgency,2025-10-10,2025-10-11,2025-11-08,Discover amazing budget_travel opportunities,Facebook,2717,4431,37,228,USD,65+,Female,65+,Female,100XX,"golf,luxury_travel,budget_travel",6002,64012
AD_3956155755,USER_002241,746137,StreamingService,2025-07-29,2025-08-01,2025-09-10,Discover amazing real_estate opportunities,Instagram,445,1699,23,118,USD,18-24,Female,18-24,Female,980XX,"music,gaming,real_estate,luxury_travel,fashion,online_shopping,movies",4481,39074
AD_3051203662,USER_002242,385006,OnlineRetailer,2025-09-23,2025-09-27,2025-10-26,Discover amazing music opportunities,"Facebook,Instagram",5418,5970,64,122,USD,25-34,Male,25-34,Male,850XX,"online_shopping,music,real_estate",9874,35001
AD_2138644610,USER_002243,192495,TechCorp,2025-08-25,2025-08-27,2025-09-19,Discover amazing gaming opportunities,Instagram,7105,9082,93,326,USD,25-34,Female,25-34,Female,900XX,"gaming,online_shopping,luxury_brands,real_estate,wellness",3522,32899
AD_4733051855,USER_002244,385006,OnlineRetailer,2025-07-18,2025-07-20,2025-08-05,Discover amazing online_courses opportunities,Facebook,663,1365,50,328,USD,18-24,Male,18-24,Male,850XX,"online_shopping,music,online_courses",5237,83135
AD_2140508653,USER_002245,302548,TravelAgency,2025-07-18,2025-07-19,2025-08-18,Discover amazing retirement_planning opportunities,"Facebook,Instagram",5130,6793,74,257,USD,65+,Female,65+,Female,770XX,"luxury_travel,retirement_planning,investing,luxury_cars,baseball,running,supplements",3127,79020
AD_8242239505,USER_002246,583359,GamingCompany,2025-07-15,2025-07-20,2025-08-20,Discover amazing real_estate opportunities,Instagram,8731,10682,88,145,USD,65+,Male,65+,Male,850XX,"wine,golf,real_estate",7428,88958
AD_6543067347,USER_002247,295351,FashionBrand,2025-09-29,2025-10-01,2025-10-17,Discover amazing online_shopping opportunities,"Facebook,Instagram",8739,10161,34,259,USD,18-24,Female,18-24,Female,330XX,"music,fitness,luxury_cars,real_estate,fashion,gadgets,online_shopping",7177,97318
AD_4538579627,USER_002248,302548,TravelAgency,2025-07-18,2025-07-21,2025-08-21,Discover amazing car_maintenance opportunities,"Facebook,Instagram",5747,7734,92,193,USD,35-44,Female,35-44,Female,850XX,"professional_development,real_estate,luxury_travel,luxury_brands,home_decor,car_maintenance",5402,26354
AD_7761829572,USER_002249,385006,OnlineRetailer,2025-09-15,2025-09-18,2025-10-12,Discover amazing parenting opportunities,"Facebook,Instagram",6606,8604,58,393,USD,35-44,Male,35-44,Male,770XX,"parenting,investing,luxury_brands,investing",1127,71057
AD_4751266261,USER_002250,302548,TravelAgency,2025-07-06,2025-07-13,2025-07-27,Discover amazing investing opportunities,Instagram,6186,6752,28,91,USD,35-44,Female,35-44,Female,980XX,"real_estate,investing,luxury_brands,luxury_cars,luxury_travel,credit_cards",9317,38918
AD_5226289564,USER_002251,302548,TravelAgency,2025-05-29,2025-06-01,2025-07-04,Discover amazing professional_development opportunities,Instagram,518,1193,77,266,USD,65+,Female,65+,Female,900XX,"wine,travel,luxury_cars,real_estate,credit_cards,beach_destinations,professional_development,restaurants",3009,41206
AD_9891940430,USER_002252,385006,OnlineRetailer,2025-05-25,2025-05-31,2025-07-17,Discover amazing investing opportunities,Facebook,6582,8403,94,391,USD,45-54,Male,45-54,Male,850XX,"investing,real_estate,online_courses,basketball,liberal_politics",7228,88185
AD_9921196669,USER_002253,583359,GamingCompany,2025-09-02,2025-09-05,2025-09-17,Discover amazing parenting opportunities,Instagram,2319,3600,29,224,USD,45-54,Male,45-54,Male,600XX,"parenting,real_estate,luxury_brands,investing,gaming,smartphones,baseball",3949,48232
AD_4180928215,USER_002254,583359,GamingCompany,2025-06-26,2025-07-02,2025-07-26,Discover amazing running opportunities,"Facebook,Instagram",2254,2970,83,525,USD,35-44,Male,35-44,Male,770XX,"professional_development,real_estate,online_courses,tech_news,running",6687,86908
AD_6488613399,USER_002255,583359,GamingCompany,2025-07-16,2025-07-18,2025-07-31,Discover amazing online_courses opportunities,Facebook,3845,4635,71,259,USD,18-24,Female,18-24,Female,900XX,"gaming,streaming_services,online_courses,motorcycles,education",2300,90361
AD_1543211054,USER_002256,302548,TravelAgency,2025-09-23,2025-09-28,2025-10-15,Discover amazing parenting opportunities,Facebook,376,1332,38,225,USD,35-44,Female,35-44,Female,850XX,"investing,parenting,luxury_brands,luxury_travel,motorcycles",6009,77144
AD_6197851114,USER_002257,746137,StreamingService,2025-08-23,2025-08-25,2025-09-17,Discover amazing wine opportunities,Facebook,806,2448,56,503,USD,55-64,Male,55-64,Male,330XX,"luxury_travel,wine,discount_shopping,basketball,fashion,gaming,supplements,education",7900,72906
AD_6782380143,USER_002258,302548,TravelAgency,2025-09-14,2025-09-19,2025-11-06,Discover amazing investing opportunities,"Facebook,Instagram",6986,8752,42,247,USD,35-44,Female,35-44,Female,600XX,"professional_development,real_estate,investing,luxury_travel",1128,70986
AD_5355707010,USER_002259,192495,TechCorp,2025-08-09,2025-08-12,2025-09-23,Discover amazing luxury_brands opportunities,"Facebook,Instagram",3150,4425,60,376,USD,45-54,Female,45-54,Female,900XX,"real_estate,investing,luxury_brands,luxury_cars,fashion,cruise_travel,tech_news",2452,66372
AD_6635823454,USER_002260,302548,TravelAgency,2025-07-27,2025-08-03,2025-09-11,Discover amazing luxury_cars opportunities,"Facebook,Instagram",4275,6047,38,494,USD,65+,Female,65+,Female,600XX,"retirement_planning,luxury_travel,luxury_cars",4565,40415
AD_6018068523,USER_002261,302548,TravelAgency,2025-08-04,2025-08-10,2025-09-04,Discover amazing luxury_travel opportunities,"Facebook,Instagram",8484,10238,18,488,USD,65+,Female,65+,Female,900XX,"retirement_planning,wine,luxury_travel",6219,77723
AD_8625317272,USER_002262,192495,TechCorp,2025-08-31,2025-09-07,2025-09-27,Discover amazing family_activities opportunities,Instagram,4283,5232,96,466,USD,18-24,Female,18-24,Female,330XX,"gaming,music,discount_shopping,home_decor,computers,car_maintenance,family_activities,electric_vehicles",8568,88563
AD_8082363614,USER_002263,302548,TravelAgency,2025-10-03,2025-10-07,2025-10-15,Discover amazing basketball opportunities,Facebook,6771,7865,10,395,USD,55-64,Male,55-64,Male,600XX,"retirement_planning,travel,luxury_cars,real_estate,basketball",1589,38660
AD_5709603522,USER_002264,295351,FashionBrand,2025-08-27,2025-09-02,2025-10-26,Discover amazing luxury_brands opportunities,"Facebook,Instagram",4374,5085,32,489,USD,35-44,Male,35-44,Male,330XX,"investing,real_estate,luxury_brands,investing",8671,67385
AD_5001798543,USER_002265,746137,StreamingService,2025-05-30,2025-05-31,2025-06-20,Discover amazing fashion opportunities,"Facebook,Instagram",3431,3969,70,460,USD,18-24,Female,18-24,Female,900XX,"online_shopping,gaming,online_courses,fashion,fitness,car_maintenance,soccer,cruise_travel",6904,97390
AD_5688964070,USER_002266,295351,FashionBrand,2025-05-26,2025-06-02,2025-06-29,Discover amazing golf opportunities,"Facebook,Instagram",2924,3777,15,126,USD,55-64,Male,55-64,Male,900XX,"retirement_planning,golf,real_estate,investing,basketball,wellness",8895,35195
AD_8522019180,USER_002267,302548,TravelAgency,2025-07-09,2025-07-11,2025-08-05,Discover amazing budget_travel opportunities,"Facebook,Instagram",1322,2910,21,502,USD,35-44,Female,35-44,Female,770XX,"real_estate,professional_development,budget_travel,home_decor",8650,16692
AD_5703922669,USER_002268,741474,PoliticalCampaign,2025-07-20,2025-07-23,2025-08-28,Discover amazing discount_shopping opportunities,"Facebook,Instagram",531,1781,33,427,USD,25-34,Male,25-34,Male,770XX,"music,fitness,discount_shopping,football,wellness,luxury_cars,nutrition",3456,17369
AD_1236093664,USER_002269,583359,GamingCompany,2025-05-26,2025-05-31,2025-06-14,Discover amazing discount_shopping opportunities,Instagram,2517,4116,76,185,USD,18-24,Male,18-24,Male,600XX,"online_shopping,gaming,discount_shopping,beach_destinations",1807,95300
AD_1268017031,USER_002270,302548,TravelAgency,2025-10-08,2025-10-11,2025-10-21,Discover amazing professional_development opportunities,Instagram,6378,7161,65,372,USD,45-54,Female,45-54,Female,100XX,"professional_development,parenting,luxury_travel",5005,53576
AD_6235314556,USER_002271,306543,RealEstateGroup,2025-09-05,2025-09-12,2025-09-20,Discover amazing music opportunities,Facebook,3812,5394,38,316,USD,25-34,Female,25-34,Female,600XX,"fitness,music,online_courses,cryptocurrency,mental_health,computers,yoga",9351,26679
AD_3517685021,USER_002272,192495,TechCorp,2025-07-07,2025-07-14,2025-08-18,Discover amazing budget_travel opportunities,"Facebook,Instagram",3437,4455,50,428,USD,18-24,Male,18-24,Male,770XX,"music,gaming,budget_travel,adventure_travel,cryptocurrency,political_activism",9595,15176
AD_7187664595,USER_002273,746137,StreamingService,2025-08-20,2025-08-24,2025-10-11,Discover amazing streaming_services opportunities,Facebook,2255,3242,47,477,USD,25-34,Female,25-34,Female,100XX,"streaming_services,fitness,discount_shopping,car_maintenance,tech_news,software,conservative_politics,cryptocurrency",5765,13284
AD_4426709250,USER_002274,302548,TravelAgency,2025-10-02,2025-10-08,2025-10-26,Discover amazing luxury_travel opportunities,"Facebook,Instagram",6737,8116,92,366,USD,65+,Female,65+,Female,770XX,"retirement_planning,luxury_travel,luxury_travel,luxury_cars,wellness,yoga",1678,24190
AD_1501504950,USER_002275,192495,TechCorp,2025-08-09,2025-08-14,2025-09-23,Discover amazing fitness opportunities,"Facebook,Instagram",1054,2565,47,258,USD,18-24,Female,18-24,Female,330XX,"fitness,music,budget_travel,home_decor,certifications,soccer,supplements",1211,70316
AD_5462968603,USER_002276,606599,HealthWellness,2025-07-28,2025-07-31,2025-09-23,Discover amazing online_courses opportunities,Instagram,4616,5694,98,189,USD,35-44,Male,35-44,Male,770XX,"real_estate,parenting,online_courses",2541,19547
AD_8185633887,USER_002277,302548,TravelAgency,2025-06-28,2025-07-04,2025-08-28,Discover amazing childcare opportunities,"Facebook,Instagram",3709,4783,62,240,USD,35-44,Female,35-44,Female,900XX,"parenting,real_estate,luxury_cars,luxury_travel,home_decor,concerts,childcare",9938,85852
AD_5387215900,USER_002278,302548,TravelAgency,2025-09-30,2025-10-03,2025-11-17,Discover amazing investing opportunities,Instagram,6225,7992,83,327,USD,45-54,Female,45-54,Female,100XX,"parenting,professional_development,investing,luxury_travel",1880,17214
AD_9702246354,USER_002279,192495,TechCorp,2025-06-05,2025-06-06,2025-06-14,Discover amazing streaming_services opportunities,Instagram,4107,5948,41,279,USD,25-34,Male,25-34,Male,770XX,"streaming_services,online_shopping,discount_shopping",4580,46282
AD_8590051005,USER_002280,385006,OnlineRetailer,2025-09-03,2025-09-08,2025-10-22,Discover amazing investing opportunities,"Facebook,Instagram",5855,6817,49,386,USD,45-54,Female,45-54,Female,330XX,"investing,parenting,luxury_brands,investing",1420,90447
AD_4972398395,USER_002281,295351,FashionBrand,2025-05-17,2025-05-18,2025-05-26,Discover amazing fitness opportunities,"Facebook,Instagram",3890,4441,24,304,USD,25-34,Female,25-34,Female,770XX,"online_shopping,fitness,budget_travel,home_decor,professional_development,fashion",3903,77498
AD_4232592394,USER_002282,192495,TechCorp,2025-09-09,2025-09-14,2025-10-05,Discover amazing music opportunities,"Facebook,Instagram",2092,2826,27,321,USD,25-34,Female,25-34,Female,330XX,"music,gaming,budget_travel,fashion",2429,84399
AD_3138451229,USER_002283,192495,TechCorp,2025-07-22,2025-07-29,2025-09-06,Discover amazing luxury_travel opportunities,Instagram,6264,7633,72,549,USD,18-24,Female,18-24,Female,330XX,"online_shopping,gaming,luxury_brands,luxury_travel,beach_destinations,conservative_politics,nutrition,cruise_travel",9144,19270
AD_5345102095,USER_002284,302548,TravelAgency,2025-07-13,2025-07-19,2025-08-16,Discover amazing investing opportunities,Instagram,5630,7377,20,442,USD,35-44,Male,35-44,Male,980XX,"investing,parenting,luxury_brands,luxury_cars,political_activism,beach_destinations",1854,80233
AD_4479539032,USER_002285,385006,OnlineRetailer,2025-10-01,2025-10-07,2025-10-26,Discover amazing luxury_brands opportunities,"Facebook,Instagram",7272,8547,50,206,USD,45-54,Male,45-54,Male,100XX,"professional_development,parenting,luxury_brands,investing,adventure_travel,credit_cards",7179,29969
AD_2183298435,USER_002286,192495,TechCorp,2025-07-18,2025-07-25,2025-08-20,Discover amazing gaming opportunities,"Facebook,Instagram",5093,6010,88,320,USD,25-34,Female,25-34,Female,600XX,"music,gaming,investing,luxury_brands,home_decor,fitness,cooking",8224,75275
AD_5084288048,USER_002287,583359,GamingCompany,2025-09-07,2025-09-10,2025-11-03,Discover amazing gaming opportunities,Instagram,4747,6164,52,344,USD,25-34,Female,25-34,Female,850XX,"gaming,streaming_services,discount_shopping",4125,70007
AD_7345262165,USER_002288,302548,TravelAgency,2025-10-06,2025-10-12,2025-12-09,Discover amazing retirement_planning opportunities,"Facebook,Instagram",2154,4079,57,295,USD,55-64,Female,55-64,Female,330XX,"travel,retirement_planning,investing,luxury_cars,wellness,professional_development",9374,12657
AD_2009237579,USER_002289,302548,TravelAgency,2025-09-10,2025-09-11,2025-11-07,Discover amazing golf opportunities,Facebook,4044,5239,18,216,USD,55-64,Female,55-64,Female,850XX,"travel,golf,investing,luxury_travel,fashion",1126,43399
AD_8269166804,USER_002290,385006,OnlineRetailer,2025-05-16,2025-05-21,2025-06-20,Discover amazing investing opportunities,Instagram,1330,2103,56,292,USD,35-44,Male,35-44,Male,850XX,"parenting,investing,luxury_brands,investing",9503,72673
AD_9036970870,USER_002291,583359,GamingCompany,2025-08-04,2025-08-08,2025-08-19,Discover amazing cryptocurrency opportunities,"Facebook,Instagram",4436,6023,56,305,USD,35-44,Male,35-44,Male,980XX,"real_estate,investing,online_courses,gaming,luxury_cars,organic_food,cryptocurrency",9427,63143
AD_1626571363,USER_002292,302548,TravelAgency,2025-08-28,2025-08-30,2025-10-22,Discover amazing investing opportunities,Instagram,1475,3294,37,386,USD,55-64,Male,55-64,Male,980XX,"retirement_planning,travel,luxury_brands,investing,football,wellness,concerts",9036,34219
AD_7865842617,USER_002293,746137,StreamingService,2025-08-05,2025-08-09,2025-09-01,Discover amazing streaming_services opportunities,Instagram,1653,2687,75,152,USD,55-64,Male,55-64,Male,600XX,"luxury_travel,retirement_planning,budget_travel,professional_development,tech_news,liberal_politics,organic_food,streaming_services",3962,20950
AD_9235276379,USER_002294,385006,OnlineRetailer,2025-07-16,2025-07-20,2025-09-17,Discover amazing online_courses opportunities,Instagram,467,2419,49,443,USD,18-24,Female,18-24,Female,600XX,"fitness,online_shopping,online_courses",8633,97843
AD_9292332680,USER_002295,746137,StreamingService,2025-07-26,2025-08-02,2025-08-28,Discover amazing luxury_travel opportunities,"Facebook,Instagram",1336,3216,16,423,USD,25-34,Male,25-34,Male,100XX,"streaming_services,fitness,investing,luxury_travel,gaming",6397,78202
AD_6264323673,USER_002296,746137,StreamingService,2025-08-21,2025-08-24,2025-09-09,Discover amazing investing opportunities,"Facebook,Instagram",7248,8711,59,175,USD,45-54,Female,45-54,Female,100XX,"real_estate,parenting,investing,luxury_travel,election_news,tech_news,smartphones,political_activism",2519,66204
AD_7954764459,USER_002297,583359,GamingCompany,2025-07-26,2025-07-31,2025-08-23,Discover amazing education opportunities,"Facebook,Instagram",2928,4281,91,272,USD,35-44,Male,35-44,Male,100XX,"parenting,real_estate,luxury_travel,real_estate,tech_news,liberal_politics,theater,education",4875,53436
AD_1266473572,USER_002298,746137,StreamingService,2025-05-31,2025-06-03,2025-06-28,Discover amazing online_courses opportunities,Facebook,4057,6010,35,356,USD,18-24,Female,18-24,Female,980XX,"gaming,fitness,online_courses,credit_cards",4096,10706
AD_8459521881,USER_002299,302548,TravelAgency,2025-05-13,2025-05-19,2025-05-27,Discover amazing fashion opportunities,Facebook,2022,2575,13,167,USD,65+,Female,65+,Female,770XX,"luxury_travel,travel,budget_travel,fashion,football",6976,64333
AD_4068909914,USER_002300,302548,TravelAgency,2025-07-11,2025-07-17,2025-09-13,Discover amazing professional_development opportunities,Facebook,642,1676,73,310,USD,45-54,Male,45-54,Male,850XX,"parenting,professional_development,luxury_brands,luxury_travel",8846,43890
AD_9782380878,USER_002301,192495,TechCorp,2025-09-23,2025-09-27,2025-10-07,Discover amazing software opportunities,Instagram,6160,7139,64,256,USD,35-44,Male,35-44,Male,330XX,"real_estate,investing,investing,luxury_brands,tech_news,education,computers,software",8184,61869
AD_7680586517,USER_002302,192495,TechCorp,2025-06-14,2025-06-16,2025-07-17,Discover amazing streaming_services opportunities,"Facebook,Instagram",363,1135,88,287,USD,25-34,Male,25-34,Male,770XX,"streaming_services,gaming,luxury_brands,real_estate,election_news,conservative_politics,university",3494,34048
AD_8554261656,USER_002303,302548,TravelAgency,2025-05-27,2025-05-29,2025-07-08,Discover amazing music opportunities,Instagram,3120,3873,26,396,USD,55-64,Female,55-64,Female,980XX,"golf,luxury_travel,discount_shopping,wellness,music,education",7165,47546
AD_3470989971,USER_002304,583359,GamingCompany,2025-06-18,2025-06-21,2025-08-03,Discover amazing streaming_services opportunities,Facebook,7939,9581,71,445,USD,18-24,Male,18-24,Male,330XX,"streaming_services,online_shopping,luxury_travel,luxury_cars",2000,73402
AD_8352572566,USER_002305,302548,TravelAgency,2025-06-01,2025-06-02,2025-06-16,Discover amazing golf opportunities,Instagram,2404,3700,18,472,USD,65+,Female,65+,Female,600XX,"golf,travel,luxury_travel",2393,44490
AD_8257546295,USER_002306,306543,RealEstateGroup,2025-08-25,2025-09-01,2025-09-20,Discover amazing budget_travel opportunities,Instagram,3365,4859,25,137,USD,35-44,Female,35-44,Female,850XX,"parenting,investing,discount_shopping,budget_travel",5256,68733
AD_2503878530,USER_002307,302548,TravelAgency,2025-08-20,2025-08-21,2025-09-01,Discover amazing retirement_planning opportunities,Instagram,3289,3882,44,461,USD,65+,Female,65+,Female,330XX,"retirement_planning,wine,real_estate,luxury_travel,fashion,movies,baseball",3398,71229
AD_1474528069,USER_002308,192495,TechCorp,2025-05-18,2025-05-22,2025-07-14,Discover amazing online_shopping opportunities,Facebook,3144,5051,54,396,USD,25-34,Male,25-34,Male,980XX,"gaming,online_shopping,luxury_travel,luxury_cars",9300,62068
AD_2894692835,USER_002309,583359,GamingCompany,2025-06-11,2025-06-12,2025-06-23,Discover amazing fitness opportunities,Instagram,6840,8375,50,489,USD,18-24,Female,18-24,Female,100XX,"fitness,gaming,discount_shopping",4174,88635
AD_2374970914,USER_002310,452886,FinanceApp,2025-09-01,2025-09-07,2025-09-16,Discover amazing real_estate opportunities,Instagram,3375,5115,95,184,USD,45-54,Male,45-54,Male,900XX,"parenting,real_estate,budget_travel",9466,86545
AD_2742808951,USER_002311,651856,EducationPlatform,2025-05-29,2025-06-01,2025-06-21,Discover amazing professional_development opportunities,"Facebook,Instagram",3812,4618,69,559,USD,45-54,Male,45-54,Male,850XX,"professional_development,real_estate,discount_shopping",4154,55633
